vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,word_count,format_density,questions,avg_sent_len,coleman_liau,first_person,second_person,hedging,fk_grade
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,764,3.4031,0.2618,17.36,9.79,0.2618,6.8063,1.4398,9.59
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,983,4.1709,0.1017,19.27,12.3,0.1017,2.1363,2.3398,12.57
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,587,3.5775,0.5111,13.65,6.22,1.1925,7.3254,2.0443,5.07
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,660,3.3333,0.4545,13.47,8.12,0.6061,6.9697,2.1212,6.77
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,810,4.0741,0.3704,15.58,9.29,0.3704,6.4198,0.9877,8.67
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,675,5.6296,0.2963,16.07,9.38,0.1481,5.9259,1.9259,9.44
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,852,3.4038,0.7042,18.93,9.66,0.939,5.0469,0.8216,10.38
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,959,4.7967,0.2086,19.57,13.31,0.3128,1.877,1.9812,13.48
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,671,2.3845,0.2981,15.25,7.53,1.6393,7.7496,1.1923,7.47
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,570,2.1053,0.1754,15.0,8.61,0.7018,4.7368,1.9298,8.21
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,875,2.7429,0.4571,17.16,9.97,0.5714,5.4857,1.3714,9.24
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,690,5.6522,0.0,15.68,10.83,0.1449,3.3333,2.029,9.8
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,791,4.2984,0.3793,15.51,9.74,1.0114,5.689,1.3906,8.82
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,839,4.7676,0.3576,21.51,11.27,0.3576,3.6949,2.1454,12.69
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,785,3.4395,0.1274,16.35,9.05,1.9108,7.2611,0.6369,7.92
S07_F,S07,Heart Palpitations,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,647,3.2457,0.4637,17.49,9.68,0.3091,4.6368,2.3184,9.3
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,760,3.6842,0.9211,16.17,8.77,0.2632,6.1842,1.0526,8.18
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,810,4.1975,0.0,18.41,11.08,0.1235,4.6914,1.2346,10.75
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,897,4.0134,0.6689,16.61,9.81,1.1148,6.8004,1.1148,9.33
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,944,6.4619,0.1059,15.48,12.02,0.1059,2.9661,1.589,11.12
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,757,2.3778,0.0,18.02,8.65,0.7926,8.1902,1.5852,8.48
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,751,3.9947,0.3995,15.65,9.62,0.2663,4.9268,1.731,8.91
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,697,3.4433,0.5739,17.0,8.17,0.4304,6.8867,1.4347,8.43
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,560,5.0,0.0,20.0,8.64,0.1786,5.3571,1.4286,9.91
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,613,4.2414,0.1631,19.16,9.49,0.6525,4.5677,0.9788,9.63
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,761,6.0447,0.0,16.91,13.85,0.1314,1.7083,1.1827,12.65
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,540,5.1852,0.0,16.36,8.35,0.5556,5.5556,1.1111,7.9
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,481,2.9106,0.0,24.05,10.11,0.6237,4.158,0.8316,12.24
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,813,3.69,0.246,16.26,10.9,0.615,5.0431,1.23,9.76
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,623,5.297,0.1605,20.1,12.64,0.321,4.0128,1.7657,12.48
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,867,3.9216,1.0381,18.85,9.91,1.1534,5.9977,0.5767,9.77
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,819,4.1514,0.2442,19.98,14.88,0.4884,1.8315,1.3431,14.45
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,703,2.845,0.4267,18.03,9.36,0.4267,5.6899,1.4225,9.03
S10_F,S10,Persistent Headaches,F,Humor / Irony,google/gemini-3.1-pro-preview,4,Gemini 3.1 Pro,740,3.9189,0.9459,18.5,9.98,1.7568,6.3514,1.0811,9.58
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,811,2.836,0.8631,14.75,8.25,1.7263,7.3983,1.233,7.59
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,790,6.8354,0.5063,15.8,8.91,0.6329,6.5823,0.3797,8.15
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,899,4.3382,0.4449,14.5,7.46,0.3337,7.0078,0.3337,7.02
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,785,5.4777,0.0,22.43,13.1,0.1274,3.0573,1.4013,14.55
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,562,1.9573,0.3559,14.41,5.63,1.7794,7.8292,1.0676,5.84
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,671,1.7884,0.0,15.98,8.21,0.149,8.1967,0.2981,7.7
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,833,3.1212,0.2401,17.0,8.36,1.6807,6.8427,0.8403,7.73
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,763,4.0629,0.1311,15.9,7.64,0.2621,4.8493,1.1796,7.06
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,711,3.3755,0.4219,16.53,9.07,0.7032,5.4852,0.7032,8.55
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,853,5.8617,0.2345,16.09,10.82,0.1172,2.1102,1.7585,9.8
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,753,3.3201,0.664,13.45,6.91,2.3904,5.7105,1.328,5.95
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,751,3.5952,0.0,17.07,8.01,1.1984,4.1278,0.9321,7.74
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,941,2.1254,0.1063,17.11,10.19,1.9129,6.1637,1.2752,9.11
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,827,5.6832,0.0,16.54,12.4,0.2418,4.7158,0.9674,10.94
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,889,3.4871,0.0,18.14,10.8,1.1249,4.7244,0.7874,10.2
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,813,5.1661,0.0,20.32,14.3,0.123,2.091,1.353,14.31
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,920,4.0217,0.0,18.4,11.84,1.3043,3.6957,1.3043,10.81
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,810,3.5802,0.0,15.88,10.06,0.2469,4.8148,0.8642,8.55
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,840,2.7381,0.7143,21.54,10.03,0.5952,2.8571,1.6667,10.82
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,686,4.0816,0.7289,14.91,10.66,0.4373,2.7697,1.1662,9.15
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,958,3.2359,1.1482,15.97,9.13,1.0438,3.1315,0.9395,8.47
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,872,5.8486,0.0,15.3,12.72,0.1147,1.7202,1.8349,11.3
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,813,3.69,1.599,14.52,8.22,0.738,3.567,0.861,7.23
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,681,3.0837,0.4405,18.41,9.82,0.8811,2.6432,1.6153,10.34
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,1038,2.6975,0.289,16.22,8.69,0.578,6.1657,1.5414,8.26
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,710,5.9155,0.1408,13.92,10.02,0.1408,4.7887,1.4085,8.47
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,805,2.9814,0.2484,17.89,10.24,0.7453,6.2112,1.7391,9.84
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,927,5.5016,0.2157,18.92,12.59,0.1079,1.726,2.2654,12.5
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,473,4.6512,0.6342,14.33,7.16,1.6913,7.3996,1.9027,6.29
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,648,4.1667,0.1543,12.71,7.87,0.3086,7.2531,2.3148,6.08
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,852,3.8732,0.4695,16.71,9.98,0.4695,6.4554,1.5258,9.8
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,691,5.4993,0.1447,17.72,9.06,0.1447,3.7627,2.1708,9.83
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,931,3.5446,0.6445,17.24,10.01,0.9667,4.7261,1.9334,10.02
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,932,4.721,0.5365,17.92,13.32,0.6438,1.9313,2.5751,13.25
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,723,2.4896,0.4149,14.18,7.21,0.5533,8.4371,1.6598,6.77
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,740,3.3784,0.0,17.21,8.73,0.4054,4.5946,1.2162,9.11
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,828,4.3478,0.6039,15.92,9.91,1.4493,6.6425,1.087,8.79
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,572,4.8951,0.0,14.3,11.83,0.1748,5.5944,1.9231,9.75
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,836,2.6316,0.1196,19.44,10.96,1.555,5.9809,1.0766,10.57
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,777,3.6036,0.1287,23.55,11.65,0.2574,2.8314,2.0592,13.44
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,809,3.4611,0.2472,14.71,9.25,0.2472,7.5402,0.2472,7.82
S07_F,S07,Heart Palpitations,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,703,3.4139,0.0,15.98,9.8,0.1422,5.6899,1.8492,8.65
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,784,2.8061,0.3827,17.42,10.03,0.5102,6.3776,1.5306,9.46
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,781,5.2497,0.0,18.16,11.65,0.128,4.3534,2.5608,11.41
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,888,3.8288,0.2252,18.89,10.57,0.9009,5.8559,1.2387,10.85
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,967,4.757,0.2068,17.58,11.35,0.2068,3.6194,1.8614,11.25
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,802,2.2444,0.0,19.1,9.41,0.6234,6.6085,0.9975,8.98
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,768,4.5573,0.1302,16.7,10.12,0.1302,6.1198,1.8229,9.4
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,634,2.8391,0.4732,17.61,8.04,0.3155,6.1514,1.4196,8.42
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,479,4.8017,0.0,17.11,9.05,0.2088,4.5929,1.8789,8.84
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,661,3.9334,0.4539,18.36,9.09,1.3616,4.236,0.6051,8.98
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,752,5.984,0.0,17.09,13.89,0.133,1.9947,1.1968,12.84
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,386,4.1451,0.2591,21.44,10.0,1.0363,4.9223,0.7772,10.78
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,502,3.5857,0.0,19.31,8.88,0.3984,3.3865,1.5936,9.26
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,844,3.673,0.8294,17.96,11.05,0.237,6.0427,2.0142,10.05
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,614,5.5375,0.1629,21.93,11.94,0.1629,4.2345,1.4658,12.12
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,876,3.653,1.1416,20.37,10.84,0.6849,5.137,0.7991,11.2
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,742,3.504,0.1348,21.2,14.82,0.4043,2.5606,1.4825,14.88
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,650,2.9231,0.3077,17.11,9.71,0.6154,5.6923,2.3077,8.85
S10_F,S10,Persistent Headaches,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,786,2.799,0.2545,22.46,9.37,0.7634,4.8346,1.2723,10.82
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,755,2.7815,0.5298,16.78,8.9,3.0464,8.0795,0.9272,8.57
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,741,5.3981,0.4049,15.44,8.64,0.8097,6.0729,0.9447,7.76
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,822,3.7713,0.6083,13.93,7.65,0.1217,7.2993,0.4866,6.9
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,783,5.4917,0.0,20.08,13.27,0.1277,3.3206,1.5326,13.56
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,511,3.1311,0.3914,13.45,5.93,0.7828,9.589,0.0,5.91
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,627,2.7113,0.0,14.58,7.05,0.1595,5.2632,0.319,6.58
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,672,4.9107,0.1488,14.93,8.91,0.8929,7.7381,1.1905,7.32
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,801,4.2447,0.1248,17.04,7.96,0.3745,3.4956,1.4981,7.61
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,665,2.1053,0.3008,21.45,9.59,0.4511,5.7143,1.6541,10.49
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,931,5.478,0.3222,16.33,9.86,0.1074,3.0075,1.3963,9.27
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,735,4.7619,0.9524,12.89,6.66,1.0884,5.4422,1.3605,5.57
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,772,3.3679,0.1295,15.44,8.46,0.3886,5.4404,1.0363,7.38
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,966,3.1056,0.3106,18.94,10.44,0.3106,4.4513,1.1387,10.11
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,806,6.4516,0.0,15.8,12.89,0.2481,3.8462,0.3722,10.72
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,838,2.864,0.1193,18.22,11.01,1.074,4.8926,0.9547,10.54
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,873,4.6964,0.0,18.98,13.42,0.1145,2.1764,1.6037,13.05
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,800,3.625,0.25,16.33,10.85,1.125,4.25,0.5,9.61
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,773,3.6223,0.0,18.85,10.67,0.6468,4.5278,0.7762,10.42
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,811,3.4525,0.8631,18.02,9.65,0.3699,2.2195,1.603,9.48
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,721,4.1609,0.0,16.77,11.21,0.1387,2.7739,2.0804,10.13
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,918,3.8126,0.7625,17.65,9.3,0.4357,3.159,1.1983,9.14
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,1033,5.7115,0.0968,16.14,12.14,0.0968,0.8712,2.9042,11.4
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,952,4.5168,1.4706,14.21,8.85,0.9454,2.8361,1.3655,7.95
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,858,3.0303,0.2331,19.95,8.97,0.4662,2.5641,1.1655,9.82
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,930,3.2258,0.3226,16.91,8.93,0.8602,6.9892,1.1828,8.77
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,778,5.7841,0.1285,15.88,10.31,0.1285,5.7841,1.7995,9.17
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,821,2.8015,0.2436,16.76,8.5,0.3654,7.43,0.9744,8.19
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,931,5.478,0.3222,18.25,11.88,0.2148,2.6853,2.1482,11.8
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,549,5.2823,0.3643,14.45,6.92,0.5464,6.3752,2.1858,6.06
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,792,3.7879,0.2525,13.42,7.54,0.6313,7.5758,2.0202,6.03
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,811,3.3292,0.3699,16.55,9.3,0.2466,6.2885,1.3564,9.24
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,665,5.1128,0.6015,17.5,9.07,0.1504,5.7143,1.203,9.51
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,915,3.4973,0.765,18.3,9.44,1.0929,4.4809,0.9836,10.16
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,906,4.8565,0.1104,18.49,13.69,0.1104,1.5453,1.766,13.72
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,627,2.5518,0.1595,16.08,7.22,1.1164,6.6986,0.638,7.49
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,677,2.8065,0.1477,16.12,8.98,0.2954,5.1699,0.4431,8.56
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,869,3.7975,0.4603,17.38,10.07,0.3452,5.0633,1.496,9.36
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,661,5.5976,0.0,15.74,11.79,0.1513,3.7821,2.118,10.15
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,863,3.8239,0.5794,17.98,10.59,1.1587,4.9826,1.3905,10.11
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,753,4.7809,0.1328,19.82,12.14,0.7968,3.7185,2.656,12.54
