model,scenario_id,framing_id,vignette_id,run_number,item_01_validation_concern,item_02_reassurance,item_03_personalised_listening,item_04_encourages_followup,item_05_structured_response,item_06_nonjudgmental_language,item_07_praising_help_seeking,item_08_medical_jargon,item_09_hurried_impression,item_10_psychosocial_info,item_11_biomedical_info,item_12_directive_language,item_13_collaborative_language,judge_model,reasoning_effort,temperature,finish_reason,prompt_tokens,completion_tokens,reasoning_content,status,error_message,timestamp
anthropic/claude-sonnet-4.6,S02,F,S02_F,3,3,3,3,2,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4370,185,,ok,,2026-06-20T19:26:49+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,3,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4417,185,,ok,,2026-06-20T19:26:53+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,3,3,2,3,3,3,3,1,2,1,3,3,3,2,deepseek-v4-flash,medium,0.01,stop,4547,185,,ok,,2026-06-20T19:26:57+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,3,3,2,3,3,3,3,2,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:27:01+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,3,1,1,3,2,3,1,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,6255,185,,ok,,2026-06-20T19:27:05+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,3,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4376,185,,ok,,2026-06-20T19:27:09+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,3,3,2,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4367,185,,ok,,2026-06-20T19:27:13+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,3,3,3,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4522,185,,ok,,2026-06-20T19:27:16+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,3,3,2,3,3,3,3,1,2,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4329,185,,ok,,2026-06-20T19:27:20+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,3,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4438,185,,ok,,2026-06-20T19:27:24+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,3,3,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5484,185,,ok,,2026-06-20T19:27:28+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,3,3,2,3,3,3,3,3,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4411,185,,ok,,2026-06-20T19:27:32+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,3,3,2,3,3,3,3,2,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:27:36+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,3,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4472,185,,ok,,2026-06-20T19:27:39+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,3,1,2,1,3,3,1,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4299,185,,ok,,2026-06-20T19:27:43+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,3,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4370,185,,ok,,2026-06-20T19:27:47+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,3,2,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5009,185,,ok,,2026-06-20T19:27:51+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,3,3,3,3,2,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4362,185,,ok,,2026-06-20T19:27:55+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,3,2,2,3,2,3,3,1,1,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4367,185,,ok,,2026-06-20T19:27:59+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,3,2,2,3,2,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4439,185,,ok,,2026-06-20T19:28:03+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,3,1,2,2,2,3,2,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4475,185,,ok,,2026-06-20T19:28:07+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,3,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4518,185,,ok,,2026-06-20T19:28:10+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,3,1,2,3,3,3,1,2,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,5654,185,,ok,,2026-06-20T19:28:15+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,3,3,3,3,2,3,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4402,185,,ok,,2026-06-20T19:28:19+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,3,2,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4402,185,,ok,,2026-06-20T19:28:22+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,3,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4441,185,,ok,,2026-06-20T19:28:26+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,3,1,2,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4405,185,,ok,,2026-06-20T19:28:30+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,3,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4386,185,,ok,,2026-06-20T19:28:34+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,3,1,2,3,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4912,185,,ok,,2026-06-20T19:28:38+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,3,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4428,185,,ok,,2026-06-20T19:28:42+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,3,2,2,3,3,3,3,2,2,1,1,2,2,2,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:28:46+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,3,3,2,3,2,2,3,1,2,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:28:49+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,3,2,2,2,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4421,185,,ok,,2026-06-20T19:28:53+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,3,3,2,3,3,3,3,3,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:28:57+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,3,2,1,3,3,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,6840,185,,ok,,2026-06-20T19:29:02+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,3,3,2,3,2,3,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4356,185,,ok,,2026-06-20T19:29:06+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,3,2,2,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4379,185,,ok,,2026-06-20T19:29:10+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,3,3,3,3,3,3,3,3,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4460,185,,ok,,2026-06-20T19:29:14+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,3,2,1,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4306,185,,ok,,2026-06-20T19:29:26+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,3,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4420,185,,ok,,2026-06-20T19:29:30+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,3,2,2,3,3,3,1,2,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5099,185,,ok,,2026-06-20T19:29:33+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,3,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4362,185,,ok,,2026-06-20T19:29:37+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,3,3,1,3,3,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4343,185,,ok,,2026-06-20T19:29:41+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,3,3,2,3,3,3,3,1,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4480,185,,ok,,2026-06-20T19:29:45+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,3,1,3,3,3,3,1,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4405,185,,ok,,2026-06-20T19:29:49+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,3,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:29:53+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,3,2,2,3,2,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5140,185,,ok,,2026-06-20T19:29:57+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,3,3,2,3,3,3,3,1,2,1,3,2,3,2,deepseek-v4-flash,medium,0.01,stop,4412,185,,ok,,2026-06-20T19:30:01+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,3,3,3,3,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4448,185,,ok,,2026-06-20T19:30:05+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,4,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4387,185,,ok,,2026-06-20T19:30:09+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,4,2,2,2,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4340,185,,ok,,2026-06-20T19:30:12+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,4,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4611,185,,ok,,2026-06-20T19:30:16+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,4,2,2,3,3,3,3,3,3,1,1,3,2,3,deepseek-v4-flash,medium,0.01,stop,4970,185,,ok,,2026-06-20T19:30:20+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,4,3,3,3,3,2,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4376,185,,ok,,2026-06-20T19:30:24+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,4,2,3,3,2,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:30:28+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,4,3,2,3,2,2,3,2,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4410,185,,ok,,2026-06-20T19:30:32+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,4,2,2,2,2,3,1,1,2,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,4326,185,,ok,,2026-06-20T19:30:36+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,4,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:30:39+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,4,1,2,2,1,3,1,1,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,5298,185,,ok,,2026-06-20T19:30:43+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,4,3,3,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:30:47+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,4,3,3,3,1,3,3,2,2,1,3,2,2,1,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:30:51+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,4,3,2,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4428,185,,ok,,2026-06-20T19:30:55+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,4,3,2,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4621,185,,ok,,2026-06-20T19:30:59+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,4,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4379,185,,ok,,2026-06-20T19:31:02+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,4,1,1,2,2,3,1,1,3,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,5891,185,,ok,,2026-06-20T19:31:06+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,4,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4373,185,,ok,,2026-06-20T19:31:10+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,4,3,3,3,2,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4366,185,,ok,,2026-06-20T19:31:14+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,4,3,3,3,3,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4439,185,,ok,,2026-06-20T19:31:18+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,4,3,1,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4329,185,,ok,,2026-06-20T19:31:22+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,4,3,2,3,3,3,3,3,2,1,2,2,3,2,deepseek-v4-flash,medium,0.01,stop,4428,185,,ok,,2026-06-20T19:31:25+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,4,2,2,3,3,3,3,2,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,5552,185,,ok,,2026-06-20T19:31:29+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,4,3,2,3,3,3,3,3,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4375,185,,ok,,2026-06-20T19:31:34+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,4,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4445,185,,ok,,2026-06-20T19:31:37+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,4,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4474,185,,ok,,2026-06-20T19:31:41+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,4,2,2,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4313,185,,ok,,2026-06-20T19:31:45+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,4,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4380,185,,ok,,2026-06-20T19:31:49+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,4,2,2,3,3,3,3,3,3,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4801,185,,ok,,2026-06-20T19:31:53+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,4,3,3,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4349,185,,ok,,2026-06-20T19:31:57+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,4,2,2,3,2,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4363,185,,ok,,2026-06-20T19:32:00+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,4,3,3,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4425,185,,ok,,2026-06-20T19:32:04+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,4,2,2,3,2,3,2,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4366,185,,ok,,2026-06-20T19:32:08+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,4,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4432,185,,ok,,2026-06-20T19:32:12+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,4,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5734,185,,ok,,2026-06-20T19:32:16+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,4,3,3,3,2,3,3,1,2,1,3,3,1,2,deepseek-v4-flash,medium,0.01,stop,4391,185,,ok,,2026-06-20T19:32:20+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,4,2,2,3,2,3,2,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4406,185,,ok,,2026-06-20T19:32:23+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,4,3,3,3,2,3,3,1,2,1,3,2,3,2,deepseek-v4-flash,medium,0.01,stop,4483,185,,ok,,2026-06-20T19:32:27+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,4,1,2,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4380,185,,ok,,2026-06-20T19:32:31+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,4,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:32:35+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,4,1,2,3,3,3,1,1,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4999,185,,ok,,2026-06-20T19:32:39+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,4,3,2,3,3,2,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4419,185,,ok,,2026-06-20T19:32:43+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,4,2,3,3,3,3,3,3,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:32:46+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,4,3,3,3,2,3,3,1,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4401,185,,ok,,2026-06-20T19:32:50+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,4,2,3,2,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4603,185,,ok,,2026-06-20T19:32:54+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,4,3,1,3,3,3,3,3,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4451,185,,ok,,2026-06-20T19:32:58+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,4,1,1,2,3,3,1,2,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,6390,185,,ok,,2026-06-20T19:33:02+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,4,3,2,3,2,3,3,2,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4370,185,,ok,,2026-06-20T19:33:06+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,4,2,1,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4361,185,,ok,,2026-06-20T19:33:10+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,4,3,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4435,185,,ok,,2026-06-20T19:33:14+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,4,3,1,3,3,3,3,3,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4299,185,,ok,,2026-06-20T19:33:17+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,4,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4395,185,,ok,,2026-06-20T19:33:21+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,4,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5069,185,,ok,,2026-06-20T19:33:25+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,4,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4370,185,,ok,,2026-06-20T19:33:29+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,4,3,1,3,3,3,3,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4354,185,,ok,,2026-06-20T19:33:32+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,4,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4537,185,,ok,,2026-06-20T19:33:36+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,4,1,3,3,3,3,1,1,2,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:33:40+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,4,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4401,185,,ok,,2026-06-20T19:33:44+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,4,1,2,3,2,3,1,1,3,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5137,185,,ok,,2026-06-20T19:33:48+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,4,3,2,3,3,3,3,1,2,1,2,2,2,3,deepseek-v4-flash,medium,0.01,stop,4394,185,,ok,,2026-06-20T19:33:52+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,4,2,2,3,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4413,185,,ok,,2026-06-20T19:33:56+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,5,3,2,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:34:00+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,5,2,3,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4356,185,,ok,,2026-06-20T19:34:03+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,5,3,3,3,3,3,3,1,2,1,2,3,2,3,deepseek-v4-flash,medium,0.01,stop,4695,185,,ok,,2026-06-20T19:34:07+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,5,2,2,3,2,3,3,3,3,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,5180,185,,ok,,2026-06-20T19:34:12+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,5,3,3,3,2,2,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:34:15+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,5,2,3,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4356,185,,ok,,2026-06-20T19:34:19+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,5,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:34:23+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,5,3,3,2,3,3,3,1,2,1,2,3,1,3,deepseek-v4-flash,medium,0.01,stop,4286,185,,ok,,2026-06-20T19:34:27+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,5,3,3,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4360,185,,ok,,2026-06-20T19:34:30+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,5,2,3,3,3,3,1,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5913,185,,ok,,2026-06-20T19:34:34+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,5,3,3,3,2,3,3,2,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4379,185,,ok,,2026-06-20T19:34:38+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,5,3,3,3,1,3,3,3,2,1,3,2,1,1,deepseek-v4-flash,medium,0.01,stop,4407,185,,ok,,2026-06-20T19:34:42+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,5,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4405,185,,ok,,2026-06-20T19:34:46+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,5,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4405,185,,ok,,2026-06-20T19:34:50+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,5,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4385,185,,ok,,2026-06-20T19:34:53+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,5,1,1,3,1,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5763,185,,ok,,2026-06-20T19:34:57+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,5,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4388,185,,ok,,2026-06-20T19:35:01+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,5,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4362,185,,ok,,2026-06-20T19:35:05+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,5,3,3,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4436,185,,ok,,2026-06-20T19:35:09+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,5,2,2,3,3,3,3,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:35:13+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,5,3,2,3,3,3,3,3,2,1,2,2,2,3,deepseek-v4-flash,medium,0.01,stop,4403,185,,ok,,2026-06-20T19:35:17+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,5,2,2,3,3,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5633,185,,ok,,2026-06-20T19:35:21+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,5,3,2,3,3,3,3,2,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:35:24+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,5,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4436,185,,ok,,2026-06-20T19:35:28+00:00
