vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,pos_emotion,neg_emotion,n_sentences
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.234887,0.072604,46
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.245521,0.089572,60
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.170164,0.060881,57
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.262111,0.144458,56
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.19764,0.089161,37
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.338454,0.149947,64
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.302264,0.113437,51
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.212315,0.167759,45
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.128726,0.051629,49
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.226842,0.100539,33
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.242566,0.122174,51
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.21263,0.145147,51
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.25271,0.033867,39
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.178074,0.080095,54
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.092324,0.030212,52
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.225113,0.092569,51
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.256783,0.047559,43
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.274593,0.181271,52
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.153286,0.091267,40
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.24415,0.07755,43
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.170744,0.04029,33
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.244725,0.138154,55
S07_F,S07,Heart Palpitations,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.19563,0.060167,44
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.328346,0.251917,45
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.132088,0.042147,43
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.187965,0.173753,47
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.110811,0.076903,55
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.219598,0.227601,42
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.151952,0.142631,46
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.260344,0.097988,36
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.161357,0.086699,28
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.179684,0.161345,36
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.069699,0.072204,44
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.326063,0.147963,18
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.23429,0.073892,26
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.178184,0.1802,47
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.169515,0.103945,28
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.157562,0.188781,43
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.177664,0.056029,35
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.186646,0.207961,38
S10_F,S10,Persistent Headaches,F,Humor / Irony,google/gemini-3.1-pro-preview,5,Gemini 3.1 Pro,0.235167,0.134725,35
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.283979,0.175898,45
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.276134,0.040942,48
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.18907,0.103011,59
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.172585,0.032228,39
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.290967,0.114177,38
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.261433,0.083189,43
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.247814,0.173938,45
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.171587,0.076778,47
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.328134,0.110936,31
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.164249,0.026682,57
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.19253,0.075932,57
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.190248,0.105053,50
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.190172,0.242019,51
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.140686,0.112407,51
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.168286,0.123791,46
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.125512,0.068692,46
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.183036,0.173073,49
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.198389,0.10132,41
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.233043,0.104997,45
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.209096,0.08838,43
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.173831,0.092394,52
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.112681,0.056771,64
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.233372,0.095508,67
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.218151,0.146272,43
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.307172,0.143934,55
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.304755,0.086834,49
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.248109,0.197135,49
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.130391,0.058846,51
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.197021,0.141992,38
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.259143,0.095769,59
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.296785,0.125488,49
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.218415,0.036269,38
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.211933,0.082773,50
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.10328,0.040224,49
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.233165,0.126695,39
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.253122,0.092258,42
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.310177,0.126621,50
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.129696,0.064402,42
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.174453,0.102089,48
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.142633,0.042453,38
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.242972,0.112382,49
S07_F,S07,Heart Palpitations,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.184838,0.111861,32
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.277656,0.188879,46
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.115802,0.078776,40
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.160878,0.112907,51
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.110626,0.058532,59
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.351336,0.24349,46
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.126756,0.148946,49
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.264626,0.118733,45
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.214989,0.082302,34
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.168378,0.145242,38
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.127,0.08941,46
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.233146,0.062116,20
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.249717,0.079989,27
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.147964,0.198682,57
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.126873,0.06929,31
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.21789,0.157599,49
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.129598,0.070874,55
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.232134,0.230957,42
S10_F,S10,Persistent Headaches,F,Humor / Irony,google/gemini-3.1-pro-preview,6,Gemini 3.1 Pro,0.165844,0.142395,41
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.242239,0.15442,50
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.210394,0.039924,48
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.220711,0.115501,60
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.171065,0.027749,38
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.23796,0.157604,48
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.252703,0.119289,38
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.22775,0.148962,49
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.212733,0.091459,45
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.379222,0.174882,40
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.19249,0.028377,49
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.244056,0.098764,59
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.176523,0.118762,57
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.24312,0.252381,57
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.144797,0.097438,49
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.179836,0.25329,45
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.142372,0.060941,42
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.165435,0.242243,57
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.117316,0.122029,54
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.193347,0.123657,49
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.26752,0.070735,47
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.194774,0.130368,57
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.141238,0.044101,47
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.231952,0.117083,53
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.208744,0.063616,41
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.30071,0.176697,53
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.312273,0.136067,54
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.20564,0.158554,41
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.161789,0.074069,56
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.272961,0.121947,33
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.287672,0.096432,58
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.28689,0.122803,44
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.207399,0.038098,39
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.196296,0.064421,51
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.112664,0.040343,56
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.28578,0.104591,43
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.215323,0.052629,47
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.273796,0.134266,53
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.187388,0.073313,36
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.238211,0.129436,40
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.144499,0.047704,44
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.249587,0.136259,51
S07_F,S07,Heart Palpitations,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.240776,0.109691,39
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.28138,0.171491,51
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.158634,0.068152,45
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.193574,0.084726,48
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.119031,0.084912,60
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.259222,0.219338,52
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.142091,0.137429,48
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.212569,0.104956,41
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.285541,0.034872,23
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.172626,0.139366,39
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.083549,0.050851,43
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.29458,0.100849,22
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.181117,0.053833,26
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.219734,0.173283,46
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.141731,0.075843,26
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.175549,0.128167,54
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.144442,0.041331,39
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.279289,0.232101,38
S10_F,S10,Persistent Headaches,F,Humor / Irony,google/gemini-3.1-pro-preview,7,Gemini 3.1 Pro,0.242861,0.161226,33
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.325339,0.106868,47
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.234789,0.042513,54
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.198654,0.121779,61
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.187541,0.036755,35
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.160657,0.114931,41
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.310237,0.092391,39
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.262276,0.131098,43
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.204676,0.083283,48
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.277351,0.254986,35
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.167326,0.065803,54
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.210148,0.108506,46
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.224864,0.151127,56
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.217888,0.251655,53
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.1462,0.105188,51
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.158488,0.210226,53
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.113243,0.077926,45
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.184411,0.248358,47
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,google/gemini-3.1-pro-preview,8,Gemini 3.1 Pro,0.171039,0.092577,46
