model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
minimax/minimax-m2.7,43,7,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,43,8,2,2,2,Conscientiousness,+
minimax/minimax-m2.7,43,9,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,43,10,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,44,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,44,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,45,1,1,1,1,Intellect/Openness,+
minimax/minimax-m2.7,45,2,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,45,3,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,45,4,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,45,5,2,2,2,Intellect/Openness,+
minimax/minimax-m2.7,45,6,1,1,1,Intellect/Openness,+
minimax/minimax-m2.7,45,7,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,45,8,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,45,9,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,45,10,1,1,1,Intellect/Openness,+
minimax/minimax-m2.7,46,1,3,3,3,Extraversion,-
minimax/minimax-m2.7,46,2,3,3,3,Extraversion,-
minimax/minimax-m2.7,46,3,1,1,5,Extraversion,-
minimax/minimax-m2.7,46,4,3,3,3,Extraversion,-
minimax/minimax-m2.7,46,5,3,3,3,Extraversion,-
minimax/minimax-m2.7,46,6,1,1,5,Extraversion,-
minimax/minimax-m2.7,46,7,4,4,2,Extraversion,-
minimax/minimax-m2.7,46,8,1,1,5,Extraversion,-
minimax/minimax-m2.7,46,9,2,2,4,Extraversion,-
minimax/minimax-m2.7,46,10,2,2,4,Extraversion,-
minimax/minimax-m2.7,47,1,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,2,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,3,1,1,1,Agreeableness,+
minimax/minimax-m2.7,47,4,2,2,2,Agreeableness,+
minimax/minimax-m2.7,47,5,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,6,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,7,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,8,4,4,4,Agreeableness,+
minimax/minimax-m2.7,47,9,3,3,3,Agreeableness,+
minimax/minimax-m2.7,47,10,4,4,4,Agreeableness,+
minimax/minimax-m2.7,48,1,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,48,2,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,3,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,4,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,5,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,6,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,7,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,8,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,9,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,48,10,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,49,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,49,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,50,1,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,50,2,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,50,3,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,50,4,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,50,5,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,50,6,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,50,7,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,50,8,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,50,9,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,50,10,4,4,4,Intellect/Openness,+
