model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
anthropic/claude-sonnet-4.6,39,2,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,3,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,4,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,5,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,6,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,7,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,8,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,9,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,39,10,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,40,1,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,2,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,3,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,4,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,5,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,6,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,7,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,8,4,4,4,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,9,3,3,3,Intellect/Openness,+
anthropic/claude-sonnet-4.6,40,10,3,3,3,Intellect/Openness,+
anthropic/claude-sonnet-4.6,41,1,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,2,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,3,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,4,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,5,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,6,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,7,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,8,4,4,4,Extraversion,+
anthropic/claude-sonnet-4.6,41,9,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,41,10,3,3,3,Extraversion,+
anthropic/claude-sonnet-4.6,42,1,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,2,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,3,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,4,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,5,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,6,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,7,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,8,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,9,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,42,10,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,43,1,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,2,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,3,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,4,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,5,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,6,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,7,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,8,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,9,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,43,10,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,44,1,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,2,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,3,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,4,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,5,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,6,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,7,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,8,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,9,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,44,10,2,2,4,Emotional Stability,-
anthropic/claude-sonnet-4.6,45,1,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,2,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,3,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,4,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,5,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,6,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,7,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,8,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,9,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,45,10,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,46,1,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,2,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,3,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,4,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,5,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,6,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,7,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,8,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,9,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,46,10,3,3,3,Extraversion,-
anthropic/claude-sonnet-4.6,47,1,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,2,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,3,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,4,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,5,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,6,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,7,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,8,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,9,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,47,10,4,4,4,Agreeableness,+
anthropic/claude-sonnet-4.6,48,1,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,2,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,3,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,4,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,5,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,6,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,7,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,8,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,9,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,48,10,4,4,4,Conscientiousness,+
anthropic/claude-sonnet-4.6,49,1,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,2,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,3,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,4,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,5,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,6,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,7,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,8,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,9,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,49,10,3,3,3,Emotional Stability,-
anthropic/claude-sonnet-4.6,50,1,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,2,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,3,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,4,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,5,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,6,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,7,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,8,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,9,5,5,5,Intellect/Openness,+
anthropic/claude-sonnet-4.6,50,10,5,5,5,Intellect/Openness,+
