item,model,framing,framing_id,OR,OR_lo,OR_hi,note
item_10_psychosocial_info,Qwen 3.5,Humor,F,0.7702857990808613,0.5016136542706696,1.1828629607946752,
item_10_psychosocial_info,MiniMax M2.7,Anxious,A,11.221736155904777,7.28155321459237,17.294024865516292,
item_10_psychosocial_info,MiniMax M2.7,Stoic,B,0.140799367511808,0.09303201767948428,0.21309289410474563,
item_10_psychosocial_info,MiniMax M2.7,Angry,C,2.284956202662161,1.5825228730093224,3.2991781269840303,
item_10_psychosocial_info,MiniMax M2.7,Hyper-rational,D,0.04984962339029289,0.030658957293109933,0.0810524940035222,
item_10_psychosocial_info,MiniMax M2.7,Overwhelmed,E,7.926249710497968,5.25131328840388,11.963756687665594,
item_10_psychosocial_info,MiniMax M2.7,Humor,F,0.7010221342205545,0.482085654618222,1.0193873805606615,
item_10_psychosocial_info,GLM 5,Anxious,A,25.317959538624542,13.521704652059443,47.40519717695514,
item_10_psychosocial_info,GLM 5,Stoic,B,0.06725832213507739,0.04205320445563327,0.10757044451150896,
item_10_psychosocial_info,GLM 5,Angry,C,1.6962742818589067,1.1417387946636637,2.5201442332907376,
item_10_psychosocial_info,GLM 5,Hyper-rational,D,0.018786384488638397,0.01070442671795795,0.032970307654390685,
item_10_psychosocial_info,GLM 5,Overwhelmed,E,22.29747444199811,12.182375852820575,40.81119910419181,
item_10_psychosocial_info,GLM 5,Humor,F,0.8264761219390496,0.5508661151885508,1.2399796634824993,
item_11_biomedical_info,Claude Sonnet 4.6,Anxious,A,0.003749280883457783,2.1903139177686838e-88,6.417850440991696e+82,quasi-separation: OR unstable
item_11_biomedical_info,Claude Sonnet 4.6,Stoic,B,69970.32154694552,4.74114447277686e-303,inf,quasi-separation: OR unstable
item_11_biomedical_info,Claude Sonnet 4.6,Angry,C,0.009070001050985986,5.298322176762427e-88,1.5526598104148254e+83,
item_11_biomedical_info,Claude Sonnet 4.6,Hyper-rational,D,69970.32166270225,3.221115088077692e-303,inf,quasi-separation: OR unstable
item_11_biomedical_info,Claude Sonnet 4.6,Overwhelmed,E,0.0006622386532304988,3.867646729222315e-89,1.1339195757435161e+82,quasi-separation: OR unstable
item_11_biomedical_info,Claude Sonnet 4.6,Humor,F,0.009069898336312786,5.298021608654468e-88,1.5527127276467025e+83,
item_11_biomedical_info,GPT-5.3,Anxious,A,0.07609182874191352,7.057053740332811e-23,8.204509437412375e+19,
item_11_biomedical_info,GPT-5.3,Stoic,B,3.2289446233062478,2.919359936361323e-21,3.5713593416553396e+21,
item_11_biomedical_info,GPT-5.3,Angry,C,0.12267832824832703,1.1373850495084644e-22,1.3232081983413032e+20,
item_11_biomedical_info,GPT-5.3,Hyper-rational,D,71629.86139944317,4.978009218480597e-101,1.0307005911229632e+110,quasi-separation: OR unstable
item_11_biomedical_info,GPT-5.3,Overwhelmed,E,0.007648249304272971,7.090030889260654e-24,8.250417852045716e+18,
item_11_biomedical_info,GPT-5.3,Humor,F,0.06055881737901984,5.616862488732591e-23,6.529215144045669e+19,
item_11_biomedical_info,Gemini 3.1 Pro,Anxious,A,0.004921244840710954,4.686720316490624e-83,5.167505024144102e+77,quasi-separation: OR unstable
item_11_biomedical_info,Gemini 3.1 Pro,Stoic,B,19548.26488468521,5.381558288529026e-285,7.1008180068654226e+292,quasi-separation: OR unstable
item_11_biomedical_info,Gemini 3.1 Pro,Angry,C,0.029526494035516753,2.808040430974341e-82,3.104705475080644e+78,
item_11_biomedical_info,Gemini 3.1 Pro,Hyper-rational,D,19548.264959244996,3.7028615901588146e-285,1.0319982359924564e+293,quasi-separation: OR unstable
item_11_biomedical_info,Gemini 3.1 Pro,Overwhelmed,E,0.0021872679411797224,2.0833121685317895e-83,2.2964110318062435e+77,quasi-separation: OR unstable
item_11_biomedical_info,Gemini 3.1 Pro,Humor,F,0.008233694059333435,7.840213173054116e-83,8.646922777010904e+77,
item_11_biomedical_info,Kimi K2.5,Anxious,A,0.0036434415959136564,6.940356945617633e-56,1.912677801278805e+50,quasi-separation: OR unstable
item_11_biomedical_info,Kimi K2.5,Stoic,B,699.0034284201646,4.6012588633758094e-156,1.0618959016460394e+161,quasi-separation: OR unstable
item_11_biomedical_info,Kimi K2.5,Angry,C,699.0034319217542,4.989841210631982e-156,9.792010952118608e+160,quasi-separation: OR unstable
item_11_biomedical_info,Kimi K2.5,Hyper-rational,D,699.0034275597174,4.844780035249954e-156,1.0085200735331777e+161,quasi-separation: OR unstable
item_11_biomedical_info,Kimi K2.5,Overwhelmed,E,0.0003378416151735192,6.450113755436852e-57,1.769534015533383e+49,quasi-separation: OR unstable
item_11_biomedical_info,Kimi K2.5,Humor,F,0.002378686040495688,4.53511843001104e-56,1.2476294426638224e+50,quasi-separation: OR unstable
item_11_biomedical_info,Qwen 3.5,Anxious,A,0.017535905229047896,9.576669218071569e-12,32110117.32783567,
item_11_biomedical_info,Qwen 3.5,Stoic,B,765.16102728865,3.1427700428185185e-31,1.862915166253634e+36,quasi-separation: OR unstable
item_11_biomedical_info,Qwen 3.5,Angry,C,0.1160865237070922,6.236802015978738e-11,216073573.47357532,
item_11_biomedical_info,Qwen 3.5,Hyper-rational,D,765.1610218663287,3.1414718629936813e-31,1.863684969712227e+36,quasi-separation: OR unstable
item_11_biomedical_info,Qwen 3.5,Overwhelmed,E,0.004762704508457073,2.605697013529865e-12,8705292.333335709,quasi-separation: OR unstable
item_11_biomedical_info,Qwen 3.5,Humor,F,0.17616948574844887,9.370447275506727e-11,331208178.18373084,
item_11_biomedical_info,MiniMax M2.7,Anxious,A,0.05448027086496193,7.225999622978209e-51,4.107528464409609e+47,
item_11_biomedical_info,MiniMax M2.7,Stoic,B,1.092801481485063,1.4157128923950312e-49,8.435432666828659e+48,
item_11_biomedical_info,MiniMax M2.7,Angry,C,0.05448027082785994,7.226095506858594e-51,4.1074739555543275e+47,
item_11_biomedical_info,MiniMax M2.7,Hyper-rational,D,91189.77924792009,3.7221103009856666e-240,2.234102475975286e+249,quasi-separation: OR unstable
item_11_biomedical_info,MiniMax M2.7,Overwhelmed,E,0.034236024828160905,4.541664638777e-51,2.58078367571869e+47,
item_11_biomedical_info,MiniMax M2.7,Humor,F,0.09875309414803596,1.3094600151673882e-50,7.447477197357841e+47,
item_11_biomedical_info,GLM 5,Anxious,A,0.01046085919353082,6.106449465918462e-38,1.7920327626983763e+33,
item_11_biomedical_info,GLM 5,Stoic,B,4398.827750952142,3.917891043287894e-124,4.938801352247006e+130,quasi-separation: OR unstable
item_11_biomedical_info,GLM 5,Angry,C,0.14121779349246294,8.125195173933747e-37,2.4543982971457576e+34,
item_11_biomedical_info,GLM 5,Hyper-rational,D,4398.827787972608,3.7217840207494434e-124,5.199035140234861e+130,quasi-separation: OR unstable
item_11_biomedical_info,GLM 5,Overwhelmed,E,0.0030310784074176265,1.7707350584014274e-38,5.188487271612265e+32,quasi-separation: OR unstable
item_11_biomedical_info,GLM 5,Humor,F,0.011541762550595447,6.736737596585875e-38,1.9774004978587554e+33,
item_12_directive_language,Claude Sonnet 4.6,Anxious,A,0.6944388417681523,0.46583859196181027,1.0352197376464414,
item_12_directive_language,Claude Sonnet 4.6,Stoic,B,1.5202759656259317,1.0266153562534264,2.251319345245909,
item_12_directive_language,Claude Sonnet 4.6,Angry,C,1.6879455565529715,1.1549766765223888,2.4668551840074247,
item_12_directive_language,Claude Sonnet 4.6,Hyper-rational,D,1.76415246619225,1.1888960879501502,2.61775100071041,
item_12_directive_language,Claude Sonnet 4.6,Overwhelmed,E,0.4389737334558886,0.29054956938191995,0.6632188066019986,
item_12_directive_language,Claude Sonnet 4.6,Humor,F,0.7246202740824342,0.4849740090393832,1.082685941564886,
item_12_directive_language,GPT-5.3,Anxious,A,1.1112547026032444,0.7092208683297812,1.7411882097688274,
item_12_directive_language,GPT-5.3,Stoic,B,2.033809142000354,1.3260575850735004,3.119306184470824,
item_12_directive_language,GPT-5.3,Angry,C,2.3797427297441325,1.5691641528650393,3.6090395319253346,
item_12_directive_language,GPT-5.3,Hyper-rational,D,0.16704300993870924,0.10520571225268592,0.26522673124786844,
item_12_directive_language,GPT-5.3,Overwhelmed,E,1.0380693911571628,0.6640633362814273,1.6227188010282276,
item_12_directive_language,GPT-5.3,Humor,F,1.0722387342361575,0.6753537183453899,1.7023611064333828,
item_12_directive_language,Gemini 3.1 Pro,Anxious,A,1.2955182293627396,0.904143695837968,1.856306127374635,
item_12_directive_language,Gemini 3.1 Pro,Stoic,B,0.8828155968046204,0.6139629893064582,1.269397979252591,
item_12_directive_language,Gemini 3.1 Pro,Angry,C,3.7555682870731695,2.531759430406728,5.570945244431791,
item_12_directive_language,Gemini 3.1 Pro,Hyper-rational,D,0.19264786241932916,0.11987950164205652,0.3095875306985477,
item_12_directive_language,Gemini 3.1 Pro,Overwhelmed,E,1.2006198578195455,0.8378159637571824,1.7205306479555225,
item_12_directive_language,Gemini 3.1 Pro,Humor,F,1.00656330666144,0.7004378609673384,1.4464804756812772,
item_12_directive_language,Kimi K2.5,Anxious,A,1.8780899209970012,1.1470234060188809,3.0751087840420777,
item_12_directive_language,Kimi K2.5,Stoic,B,1.3280317679614164,0.8471122488375511,2.081977186771786,
item_12_directive_language,Kimi K2.5,Angry,C,3.344915245939131,1.8432594155272002,6.069931290336563,
item_12_directive_language,Kimi K2.5,Hyper-rational,D,0.2856429639048884,0.19472632589952504,0.4190080742881639,
item_12_directive_language,Kimi K2.5,Overwhelmed,E,1.0533977961828935,0.687286347393683,1.614533623737709,
item_12_directive_language,Kimi K2.5,Humor,F,0.398358510494855,0.27288050321065255,0.581534778104604,
item_12_directive_language,Qwen 3.5,Anxious,A,1.0107366680116634,0.7054458585908384,1.4481460194606446,
item_12_directive_language,Qwen 3.5,Stoic,B,1.5647172732890373,1.0873569301454133,2.251643482882535,
item_12_directive_language,Qwen 3.5,Angry,C,2.764792181445729,1.87182327737901,4.083759347884018,
item_12_directive_language,Qwen 3.5,Hyper-rational,D,0.46028444401225604,0.31146817991029596,0.6802035747622396,
item_12_directive_language,Qwen 3.5,Overwhelmed,E,0.6765410455870863,0.46876434398311156,0.9764133988410987,
item_12_directive_language,Qwen 3.5,Humor,F,0.7344177439631715,0.5100703914183956,1.0574411526771523,
item_12_directive_language,MiniMax M2.7,Anxious,A,1.0105743579393465,0.7060059938720175,1.4465323832783965,
item_12_directive_language,MiniMax M2.7,Stoic,B,1.9386104513026765,1.3578796028450058,2.767705232500606,
item_12_directive_language,MiniMax M2.7,Angry,C,1.1261261232659736,0.7909054917530068,1.603428043837742,
item_12_directive_language,MiniMax M2.7,Hyper-rational,D,0.5934530733893637,0.40847558972326814,0.8621972993634185,
item_12_directive_language,MiniMax M2.7,Overwhelmed,E,0.7061709999678778,0.487747997666278,1.0224080541214904,
item_12_directive_language,MiniMax M2.7,Humor,F,1.0815780896512681,0.7538348017597569,1.551813688201807,
item_12_directive_language,GLM 5,Anxious,A,0.8659422894972075,0.6010139907045791,1.2476515694095514,
item_12_directive_language,GLM 5,Stoic,B,1.301251278684788,0.903113109991544,1.8749089915156365,
item_12_directive_language,GLM 5,Angry,C,4.217348746378617,2.8505830482080707,6.239435984775787,
item_12_directive_language,GLM 5,Hyper-rational,D,0.23401954089453794,0.1485782958229876,0.36859451925425313,
item_12_directive_language,GLM 5,Overwhelmed,E,0.8325058713028672,0.5772952850373549,1.2005399034376318,
item_12_directive_language,GLM 5,Humor,F,1.080117337892122,0.7504659052055729,1.5545722404212174,
